BPSno,OccurredDate,OfficerAge,OfficerYearsEmployed,OfficerAssignment,CitizenAge,CitizenRace,CitizenSex,OfficerRace,OfficerSex,ReportNumber,ReceivedDate,Month,Year,OfficerDivision,CitizenInjury,ForceEffective,Active Resistance,Physical Aggression,Non Compliance,Deadly Weapon,Assault,Fleeing,Passive Resistance,Not Noted,OfficerInjury,ForceType
UOF19-145,2019-04-03,20-29,0-5 yrs,South County Precinct,40-49,White,Female,White,Male,19-15605,2019-04-03,4,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-145,2019-04-03,20-29,0-5 yrs,South County Precinct,40-49,White,Female,White,Female,19-15605,2019-04-03,4,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-110,2019-04-04,30-39,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,19-15638,2019-04-04,4,2019,Patrol,No injuries noted or visible,Yes,0,1,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF19-110,2019-04-04,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,19-15638,2019-04-04,4,2019,Patrol,No injuries noted or visible,Yes,0,1,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF19-142,2019-05-05,20-29,0-5 yrs,South County Precinct,40-49,White,Male,White,Male,19-21064,2019-05-05,5,2019,Patrol,No injuries noted or visible,No,1,0,1,0,0,0,0,0,No injuries noted or visible,Taser
UOF19-142,2019-05-05,20-29,0-5 yrs,South County Precinct,40-49,White,Male,White,Male,19-21064,2019-05-05,5,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical (Striking)
UOF19-147,2019-05-18,20-29,0-5 yrs,West County Precinct,40-49,White,Male,White,Male,19-23342,2019-05-18,5,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-168,2019-06-19,20-29,0-5 yrs,Affton Southwest Precinct,40-49,White,Female,White,Male,19-28791,2019-06-19,6,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical (Striking)
UOF19-169,2019-06-19,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,19-28821,2019-06-19,6,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,1,0,No injuries noted or visible,Taser
UOF19-223,2019-08-27,20-29,0-5 yrs,Affton Southwest Precinct,40-49,White,Male,Two Or More,Male,19-40669,2019-08-27,8,2019,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,Not Specified,Physical Restraint
UOF19-223,2019-08-27,30-39,0-5 yrs,Affton Southwest Precinct,40-49,White,Male,White,Male,19-40669,2019-08-27,8,2019,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,Not Specified,Physical Restraint
UOF20-0027,2019-09-03,30-39,0-5 yrs,North County Precinct,40-49,White,Male,White,Male,19-41821,2019-09-03,9,2019,Patrol,Minor Injury,Yes,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0027,2019-09-03,20-29,0-5 yrs,City Of Jennings Precinct,40-49,White,Male,White,Male,19-41821,2019-09-03,9,2019,Patrol,Minor Injury,No,1,1,1,0,1,0,0,0,No injuries noted or visible,Taser
UOF20-0027,2019-09-03,20-29,0-5 yrs,Special Response Unit,40-49,White,Male,White,Male,19-41821,2019-09-03,9,2019,Special Operations,Minor Injury,Yes,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0027,2019-09-03,20-29,0-5 yrs,North County Precinct,40-49,White,Male,White,Male,19-41821,2019-09-03,9,2019,Patrol,Minor Injury,No,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical (Striking)
UOF20-0027,2019-09-03,20-29,0-5 yrs,North County Precinct,40-49,White,Male,White,Male,19-41821,2019-09-03,9,2019,Patrol,Minor Injury,No,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0027,2019-09-03,30-39,0-5 yrs,Central County Precinct,40-49,White,Male,White,Male,19-41821,2019-09-03,9,2019,Patrol,Minor Injury,No,1,1,1,0,1,0,0,0,No injuries noted or visible,Taser
UOF20-0027,2019-09-03,30-39,0-5 yrs,Special Response Unit,40-49,White,Male,White,Male,19-41821,2019-09-03,9,2019,Special Operations,Minor Injury,Yes,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical (Striking)
UOF20-0027,2019-09-03,30-39,0-5 yrs,Special Response Unit,40-49,White,Male,White,Male,19-41821,2019-09-03,9,2019,Special Operations,Minor Injury,Yes,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-241,2019-09-15,20-29,0-5 yrs,City Of Jennings Precinct,40-49,Black,Male,White,Male,19-43781,2019-09-16,9,2019,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0001,2019-09-19,20-29,0-5 yrs,Affton Southwest Precinct,40-49,White,Male,White,Male,19-44629,2019-09-20,9,2019,Patrol,Minor Injury,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Taser
UOF19-249,2019-09-22,50-59,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,19-45041,2019-09-22,9,2019,Patrol,No injuries noted or visible,Yes,0,1,0,0,0,0,0,0,Minor,Physical Restraint
UOF20-0002,2019-10-20,20-29,0-5 yrs,Bureau Of Transit Police,40-49,Black,Female,White,Male,19-49783,2019-10-20,10,2019,Special Operations,Minor Injury,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0007,2019-10-20,30-39,0-5 yrs,North County Precinct,40-49,Black,Male,White,Female,19-49665,2019-10-20,10,2019,Patrol,No injuries noted or visible,Yes,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0023,2019-11-06,30-39,0-5 yrs,North County Precinct,40-49,Black,Female,White,Male,19-52603,2019-11-06,11,2019,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,1,1,0,No injuries noted or visible,Other
UOF20-0023,2019-11-06,30-39,0-5 yrs,North County Precinct,40-49,Black,Female,White,Male,19-52603,2019-11-06,11,2019,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,1,1,0,No injuries noted or visible,Physical Restraint
UOF20-0021,2019-11-10,20-29,0-5 yrs,Central County Precinct,40-49,Black,Male,White,Male,19-53290,2019-11-10,11,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0071,2019-12-02,30-39,0-5 yrs,City Of Jennings Precinct,40-49,Black,Male,White,Male,19-56940,2019-12-02,12,2019,Patrol,No injuries noted or visible,No,1,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0071,2019-12-02,30-39,0-5 yrs,City Of Jennings Precinct,40-49,Black,Male,White,Male,19-56940,2019-12-02,12,2019,Patrol,No injuries noted or visible,Yes,1,1,0,0,0,0,0,0,No injuries noted or visible,Physical (Striking)
UOF20-0095,2020-01-31,20-29,0-5 yrs,Affton Southwest Precinct,40-49,White,Female,White,Male,20-5098,2020-01-31,1,2020,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0095,2020-01-31,20-29,0-5 yrs,Affton Southwest Precinct,40-49,White,Female,White,Male,20-5098,2020-01-31,1,2020,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0110,2020-03-02,20-29,0-5 yrs,Affton Southwest Precinct,40-49,White,Male,White,Male,20-10593,2020-03-02,3,2020,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF20-0113,2020-03-11,20-29,0-5 yrs,North County Precinct,40-49,Native American,Female,White,Male,20-12070,2020-03-11,3,2020,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical (Striking)
UOF20-0131,2020-03-11,20-29,0-5 yrs,City Of Fenton Precinct,40-49,White,Male,White,Male,20-12091,2020-03-12,3,2020,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Pepper Spray
UOF20-0131,2020-03-11,20-29,0-5 yrs,City Of Fenton Precinct,40-49,White,Male,White,Male,20-12091,2020-03-12,3,2020,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0132,2020-03-17,30-39,0-5 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Female,20-12929,2020-03-17,3,2020,Special Operations,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Pepper Spray
UOF20-0132,2020-03-17,30-39,0-5 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Female,20-12929,2020-03-17,3,2020,Special Operations,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0132,2020-03-17,40-49,0-5 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Male,20-12929,2020-03-17,3,2020,Special Operations,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0132,2020-03-17,40-49,0-5 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Male,20-12929,2020-03-17,3,2020,Special Operations,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Taser
UOF20-0132,2020-03-17,40-49,0-5 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Male,20-12929,2020-03-17,3,2020,Special Operations,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Taser
UOF20-0132,2020-03-17,40-49,0-5 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Male,20-12929,2020-03-17,3,2020,Special Operations,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0124,2020-03-29,30-39,0-5 yrs,City Of Jennings Precinct,40-49,Black,Unknown,White,Male,20-14004,2020-03-29,3,2020,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF20-0124,2020-03-29,30-39,0-5 yrs,City Of Jennings Precinct,40-49,Black,Unknown,White,Male,20-14004,2020-03-29,3,2020,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF20-0151,2020-04-20,40-49,0-5 yrs,City Of Jennings Precinct,40-49,Black,Female,Black,Male,20-16033,2020-04-20,4,2020,Patrol,Minor Injury,Yes,0,0,1,0,0,1,1,0,No injuries noted or visible,Physical Restraint
UOF20-0151,2020-04-20,20-29,0-5 yrs,City Of Jennings Precinct,40-49,Black,Female,White,Male,20-16033,2020-04-20,4,2020,Patrol,Minor Injury,Yes,0,0,1,0,0,1,1,0,No injuries noted or visible,Physical Restraint
UOF20-0151,2020-04-20,20-29,0-5 yrs,City Of Jennings Precinct,40-49,Black,Female,White,Male,20-16033,2020-04-20,4,2020,Patrol,Minor Injury,Yes,0,0,1,0,0,1,1,0,No injuries noted or visible,Other
UOF20-0177,2020-05-27,20-29,0-5 yrs,South County Precinct,40-49,White,Male,White,Male,20-19828,2020-05-27,5,2020,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0177,2020-05-27,20-29,0-5 yrs,South County Precinct,40-49,White,Male,White,Male,20-19828,2020-05-27,5,2020,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0177,2020-05-27,20-29,0-5 yrs,South County Precinct,40-49,White,Male,White,Male,20-19828,2020-05-27,5,2020,Patrol,No injuries noted or visible,No,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0185,2020-06-20,20-29,0-5 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Male,20-23105,2020-06-20,6,2020,Special Operations,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0185,2020-06-20,20-29,0-5 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Male,20-23105,2020-06-20,6,2020,Special Operations,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0185,2020-06-20,20-29,0-5 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Male,20-23105,2020-06-20,6,2020,Special Operations,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Other
UOF20-0185,2020-06-20,20-29,0-5 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Male,20-23105,2020-06-20,6,2020,Special Operations,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Taser
UOF20-0185,2020-06-20,20-29,0-5 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Male,20-23105,2020-06-20,6,2020,Special Operations,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Taser
UOF20-0185,2020-06-20,20-29,0-5 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Male,20-23105,2020-06-20,6,2020,Special Operations,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Other
UOF20-0185,2020-06-20,20-29,0-5 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Male,20-23105,2020-06-20,6,2020,Special Operations,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0169,2020-06-22,20-29,0-5 yrs,South County Precinct,40-49,White,Male,White,Male,20-23258,2020-06-22,6,2020,Patrol,No injuries noted or visible,No,1,0,0,0,1,1,1,0,Minor,Physical (Striking)
UOF20-0189,2020-07-10,20-29,0-5 yrs,North County Precinct,40-49,Black,Female,White,Male,20-25711,2020-07-10,7,2020,Patrol,No injuries noted or visible,Yes,0,1,0,0,0,0,0,0,No injuries noted or visible,Physical (Striking)
UOF20-0202,2020-07-31,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,20-28504,2020-07-31,7,2020,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF20-0202,2020-07-31,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,20-28504,2020-07-31,7,2020,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF20-0202,2020-07-31,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,20-28504,2020-07-31,7,2020,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF20-0202,2020-07-31,30-39,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,20-28504,2020-07-31,7,2020,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF20-0202,2020-07-31,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,20-28504,2020-07-31,7,2020,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF20-0236,2020-08-26,20-29,0-5 yrs,South County Precinct,40-49,White,Male,White,Male,20-32276,2020-08-26,8,2020,Patrol,Minor Injury,No,0,0,0,0,1,1,1,0,No injuries noted or visible,Physical Restraint
UOF20-0236,2020-08-26,20-29,0-5 yrs,South County Precinct,40-49,White,Male,White,Male,20-32276,2020-08-26,8,2020,Patrol,Minor Injury,Yes,0,0,0,0,1,1,1,0,No injuries noted or visible,Taser
UOF20-0261,2020-10-10,20-29,0-5 yrs,West County Precinct,40-49,White,Male,White,Female,20-38469,2020-10-10,10,2020,Patrol,Minor Injury,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0280,2020-11-25,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,20-44917,2020-11-25,11,2020,Patrol,Minor Injury,Yes,1,1,0,0,1,0,0,0,No injuries noted or visible,Physical (Striking)
UOF20-0280,2020-11-25,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,20-44917,2020-11-25,11,2020,Patrol,Minor Injury,Yes,1,1,0,0,1,0,0,0,No injuries noted or visible,Physical (Striking)
UOF20-0280,2020-11-25,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Female,20-44917,2020-11-25,11,2020,Patrol,Minor Injury,Yes,1,1,0,0,1,0,0,0,Minor,Physical Restraint
UOF20-0280,2020-11-25,30-39,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,20-44917,2020-11-25,11,2020,Patrol,Minor Injury,Yes,1,1,0,0,1,0,0,0,Minor,Physical (Striking)
UOF21-0005,2020-12-07,30-39,0-5 yrs,Central County Precinct,40-49,White,Male,White,Male,20-46384,2020-12-07,12,2020,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF21-0010,2020-12-22,40-49,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,20-48483,2020-12-22,12,2020,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,0,1,0,No injuries noted or visible,Taser
UOF21-0010,2020-12-22,30-39,0-5 yrs,North County Precinct,40-49,Black,Male,Black,Male,20-48483,2020-12-22,12,2020,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF21-0017,2020-12-27,20-29,0-5 yrs,West County Precinct,40-49,White,Male,White,Female,20-49245,2020-12-27,12,2020,Patrol,Minor Injury,Yes,1,0,1,0,0,1,0,0,Minor,Physical Restraint
UOF21-0017,2020-12-27,20-29,0-5 yrs,West County Precinct,40-49,White,Male,White,Male,20-49245,2020-12-27,12,2020,Patrol,Minor Injury,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical (Striking)
UOF21-0019,2021-01-06,20-29,0-5 yrs,Affton Southwest Precinct,40-49,White,Male,White,Male,21-713,2021-01-06,1,2021,Patrol,Minor Injury,Yes,0,0,0,0,0,0,1,0,Minor,Physical Restraint
UOF21-0022,2021-01-12,20-29,0-5 yrs,Affton Southwest Precinct,40-49,White,Male,White,Female,21-1606,2021-01-12,1,2021,Patrol,Minor Injury,Yes,0,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0022,2021-01-12,20-29,0-5 yrs,Affton Southwest Precinct,40-49,White,Male,White,Female,21-1606,2021-01-12,1,2021,Patrol,Minor Injury,Yes,0,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0022,2021-01-12,40-49,0-5 yrs,Affton Southwest Precinct,40-49,White,Male,White,Male,21-1606,2021-01-12,1,2021,Patrol,Minor Injury,Yes,0,1,0,0,0,0,0,0,Minor,Physical Restraint
UOF21-0079,2021-01-19,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,Black,Female,21-2562,2021-01-19,1,2021,Patrol,No injuries noted or visible,Limited,0,0,1,0,0,0,0,0,No injuries noted or visible,Taser
UOF21-0079,2021-01-19,30-39,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,21-2562,2021-01-19,1,2021,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0079,2021-01-19,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Female,21-2562,2021-01-19,1,2021,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0079,2021-01-19,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,21-2562,2021-01-19,1,2021,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0062,2021-01-22,40-49,0-5 yrs,Central County Precinct,40-49,White,Male,White,Male,21-2857,2021-01-22,1,2021,Patrol,Minor Injury,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Other
UOF21-0066,2021-02-21,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,21-6793,2021-02-21,2,2021,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical (Striking)
UOF21-0066,2021-02-21,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Female,21-6793,2021-02-21,2,2021,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF21-0066,2021-02-21,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,Black,Female,21-6793,2021-02-21,2,2021,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF21-0053,2021-02-23,40-49,0-5 yrs,Drug Enforcement,40-49,Black,Male,White,Male,21-7034,2021-02-23,2,2021,Criminal Investigation,No injuries noted or visible,No,0,0,1,0,0,1,0,0,No injuries noted or visible,Physical (Striking)
UOF21-0053,2021-02-23,40-49,0-5 yrs,Drug Enforcement,40-49,Black,Male,White,Male,21-7034,2021-02-23,2,2021,Criminal Investigation,No injuries noted or visible,No,0,0,1,0,0,1,0,0,No injuries noted or visible,Physical (Striking)
UOF21-0053,2021-02-23,40-49,0-5 yrs,Drug Enforcement,40-49,Black,Male,White,Male,21-7034,2021-02-23,2,2021,Criminal Investigation,No injuries noted or visible,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Physical (Striking)
UOF21-0081,2021-03-22,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,21-10603,2021-03-22,3,2021,Patrol,Minor Injury,No,1,1,1,0,1,0,1,0,No injuries noted or visible,Physical Restraint
UOF21-0081,2021-03-22,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,21-10603,2021-03-22,3,2021,Patrol,Minor Injury,Yes,1,1,1,0,1,0,1,0,No injuries noted or visible,Physical Restraint
UOF21-0081,2021-03-22,20-29,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,21-10603,2021-03-22,3,2021,Patrol,Minor Injury,Yes,1,1,1,0,1,0,1,0,No injuries noted or visible,Physical Restraint
UOF21-0081,2021-03-22,30-39,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,21-10603,2021-03-22,3,2021,Patrol,Minor Injury,No,1,1,1,0,1,0,1,0,No injuries noted or visible,Physical Restraint
UOF21-0081,2021-03-22,30-39,0-5 yrs,North County Precinct,40-49,Black,Male,White,Male,21-10603,2021-03-22,3,2021,Patrol,Minor Injury,Yes,1,1,1,0,1,0,1,0,No injuries noted or visible,Physical Restraint
UOF21-0075,2021-03-28,40-49,0-5 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Male,21-11495,2021-03-28,3,2021,Special Operations,No injuries noted or visible,Yes,0,0,0,0,1,0,0,0,No injuries noted or visible,Physical (Striking)
UOF18-167,2018-04-24,40-49,16-20 yrs,South County Precinct,40-49,White,Male,White,Male,18-20626,2018-04-24,4,2018,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,Not Specified,Physical Restraint
UOF18-186,2018-06-25,60+,16-20 yrs,South County Precinct,40-49,White,Male,White,Male,18-32336,2018-06-25,6,2018,Patrol,No injuries noted or visible,No,1,1,1,0,0,0,1,0,No injuries noted or visible,Physical (Striking)
UOF18-187,2018-07-07,40-49,16-20 yrs,South County Precinct,40-49,White,Male,White,Male,18-34584,2018-07-07,7,2018,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF18-187,2018-07-07,40-49,16-20 yrs,South County Precinct,40-49,White,Male,White,Male,18-34584,2018-07-07,7,2018,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,0,1,0,No injuries noted or visible,Other
UOF18-223,2018-07-19,40-49,16-20 yrs,West County Precinct,40-49,White,Female,White,Male,18-36827,2018-07-19,7,2018,Patrol,No injuries noted or visible,Yes,1,1,0,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-244,2018-07-21,40-49,16-20 yrs,Affton Southwest Precinct,40-49,White,Male,White,Male,18-37114,2018-07-21,7,2018,Patrol,K-9 bite wound,Yes,1,1,1,1,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF18-244,2018-07-21,40-49,16-20 yrs,Affton Southwest Precinct,40-49,White,Male,White,Male,18-37114,2018-07-21,7,2018,Patrol,Minor Injury,Yes,1,1,1,1,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF18-220,2018-07-29,40-49,16-20 yrs,South County Precinct,40-49,White,Male,White,Male,18-38448,2018-07-29,7,2018,Patrol,No injuries noted or visible,No,0,0,1,0,0,0,1,0,No injuries noted or visible,Physical (Striking)
UOF18-220,2018-07-29,40-49,16-20 yrs,South County Precinct,40-49,White,Male,White,Male,18-38448,2018-07-29,7,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,1,0,No injuries noted or visible,Other
UOF18-254,2018-10-06,40-49,16-20 yrs,City Of Fenton Precinct,40-49,White,Male,White,Male,18-50885,2018-10-06,10,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Taser
UOF19-041,2019-02-09,40-49,16-20 yrs,West County Precinct,40-49,White,Male,White,Male,19-6753,2019-02-09,2,2019,Patrol,Minor Injury,Yes,0,0,0,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0063,2020-01-28,40-49,16-20 yrs,Bureau Of Transit Police,40-49,Black,Male,Native American,Male,20-004587,2020-01-28,1,2020,Special Operations,Minor Injury,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical (Striking)
UOF20-0063,2020-01-28,40-49,16-20 yrs,Bureau Of Transit Police,40-49,Black,Male,Native American,Male,20-004587,2020-01-28,1,2020,Special Operations,Minor Injury,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF20-0113,2020-03-11,30-39,16-20 yrs,North County Precinct,40-49,Native American,Female,White,Male,20-12070,2020-03-11,3,2020,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-228,2018-01-26,40-49,21-25 yrs,Intelligence Unit,40-49,White,Male,White,Male,18-10493CL (ISP),2018-08-24,8,2018,Chief's Office,Fatal,Yes,0,0,1,1,0,0,0,0,No injuries noted or visible,Firearm
UOF18-237,2018-09-06,40-49,21-25 yrs,Canine Unit,40-49,White,Male,Black,Male,18-45501,2018-09-06,9,2018,Special Operations,K-9 bite wound,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Canine
UOF18-292,2018-11-08,40-49,21-25 yrs,Canine Unit,40-49,Black,Male,Black,Male,18-56774,2018-11-08,11,2018,Special Operations,Not Specified,Yes,0,0,0,0,0,0,0,1,No injuries noted or visible,Physical Restraint
UOF18-292,2018-11-08,50-59,21-25 yrs,Central County Precinct,40-49,Black,Male,White,Male,18-56774,2018-11-08,11,2018,Patrol,Not Specified,Yes,0,0,0,0,0,0,0,1,Minor,Other
UOF18-284,2018-02-26,40-49,21-25 yrs,Intelligence Unit,40-49,Black,Male,White,Male,18-10235,2018-11-26,11,2018,Chief's Office,Fatal,Yes,0,0,0,1,0,0,0,0,No injuries noted or visible,Firearm
UOF18-284,2018-02-26,40-49,21-25 yrs,Intelligence Unit,40-49,Black,Male,White,Male,18-10235,2018-11-26,11,2018,Chief's Office,Serious Injury,Yes,0,0,0,1,0,0,0,0,No injuries noted or visible,Firearm
UOF20-0063,2020-01-28,40-49,21-25 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Male,20-004587,2020-01-28,1,2020,Special Operations,Minor Injury,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
